x,Y_H2O,Y_H2,Y_O2,Y_H,Y_OH,Y_HO2,rho,u,T,Y_H2O2,Y_AR,Y_N2,Y_O,p
0.00029925187032,0.0,0.01277242777496,0.10136213887481,0.0,0.0,0.0,0.072,0.0,378.25198625988173,0.0,0.88586543335023,0.0,0.0,7172.999999999999
0.00059850374065,0.0,0.01277242777496,0.10136213887481,0.0,0.0,0.0,0.072,0.0,378.25198625988173,0.0,0.88586543335023,0.0,0.0,7172.999999999999
0.00089775561097,0.0,0.01277242777496,0.10136213887481,0.0,0.0,0.0,0.072,0.0,378.25198625988173,0.0,0.88586543335023,0.0,0.0,7172.999999999999
0.0011970074813,0.0,0.01277242777496,0.10136213887481,0.0,0.0,0.0,0.072,0.0,378.25198625988173,0.0,0.88586543335023,0.0,0.0,7172.999999999999
0.00149625935162,0.0,0.01277242777496,0.10136213887481,0.0,0.0,0.0,0.072,0.0,378.25198625988173,0.0,0.88586543335023,0.0,0.0,7172.999999999999
0.00179551122195,0.0,0.01277242777496,0.10136213887481,0.0,0.0,0.0,0.072,0.0,378.25198625988173,0.0,0.88586543335023,0.0,0.0,7172.999999999999
0.00209476309227,0.0,0.01277242777496,0.10136213887481,0.0,0.0,0.0,0.072,0.0,378.25198625988173,0.0,0.88586543335023,0.0,0.0,7172.999999999999
0.00239401496259,0.0,0.01277242777496,0.10136213887481,0.0,0.0,0.0,0.072,0.0,378.25198625988173,0.0,0.88586543335023,0.0,0.0,7172.999999999999
0.00269326683292,0.0,0.01277242777496,0.10136213887481,0.0,0.0,0.0,0.072,0.0,378.25198625988173,0.0,0.88586543335023,0.0,0.0,7172.999999999999
0.00299251870324,0.0,0.01277242777496,0.10136213887481,0.0,0.0,0.0,0.072,0.0,378.25198625988173,0.0,0.88586543335023,0.0,0.0,7172.999999999999
0.00329177057357,0.0,0.01277242777496,0.10136213887481,0.0,0.0,0.0,0.072,0.0,378.25198625988173,0.0,0.88586543335023,0.0,0.0,7172.999999999999
0.00359102244389,0.0,0.01277242777496,0.10136213887481,0.0,0.0,0.0,0.072,0.0,378.25198625988173,0.0,0.88586543335023,0.0,0.0,7172.999999999999
0.00389027431421,0.0,0.01277242777496,0.10136213887481,0.0,0.0,0.0,0.072,0.0,378.25198625988173,0.0,0.88586543335023,0.0,0.0,7172.999999999999
0.00418952618454,0.0,0.01277242777496,0.10136213887481,0.0,0.0,0.0,0.072,0.0,378.25198625988173,0.0,0.88586543335023,0.0,0.0,7172.999999999999
0.00448877805486,0.0,0.01277242777496,0.10136213887481,0.0,0.0,0.0,0.072,0.0,378.25198625988173,0.0,0.88586543335023,0.0,0.0,7172.999999999999
0.00478802992519,0.0,0.01277242777496,0.10136213887481,0.0,0.0,0.0,0.072,0.0,378.25198625988173,0.0,0.88586543335023,0.0,0.0,7172.999999999999
0.00508728179551,0.0,0.01277242777496,0.10136213887481,0.0,0.0,0.0,0.072,0.0,378.25198625988173,0.0,0.88586543335023,0.0,0.0,7172.999999999999
0.00538653366584,0.0,0.01277242777496,0.10136213887481,0.0,0.0,0.0,0.072,0.0,378.25198625988173,0.0,0.88586543335023,0.0,0.0,7172.999999999999
0.00568578553616,0.0,0.01277242777496,0.10136213887481,0.0,0.0,0.0,0.072,0.0,378.25198625988173,0.0,0.88586543335023,0.0,0.0,7172.999999999999
0.00598503740648,0.0,0.01277242777496,0.10136213887481,0.0,0.0,0.0,0.072,0.0,378.25198625988173,0.0,0.88586543335023,0.0,0.0,7172.999999999999
0.00628428927681,0.0,0.01277242777496,0.10136213887481,0.0,0.0,0.0,0.072,0.0,378.25198625988173,0.0,0.88586543335023,0.0,0.0,7172.999999999999
0.00658354114713,0.0,0.01277242777496,0.10136213887481,0.0,0.0,0.0,0.072,0.0,378.25198625988173,0.0,0.88586543335023,0.0,0.0,7172.999999999999
0.00688279301746,0.0,0.01277242777496,0.10136213887481,0.0,0.0,0.0,0.072,0.0,378.25198625988173,0.0,0.88586543335023,0.0,0.0,7172.999999999999
0.00718204488778,0.0,0.01277242777496,0.10136213887481,0.0,0.0,0.0,0.072,0.0,378.25198625988173,0.0,0.88586543335023,0.0,0.0,7172.999999999999
0.0074812967581,0.0,0.01277242777496,0.10136213887481,0.0,0.0,0.0,0.072,0.0,378.25198625988173,0.0,0.88586543335023,0.0,0.0,7172.999999999999
0.00778054862843,0.0,0.01277242777496,0.10136213887481,0.0,0.0,0.0,0.072,0.0,378.25198625988173,0.0,0.88586543335023,0.0,0.0,7172.999999999999
0.00807980049875,0.0,0.01277242777496,0.10136213887481,0.0,0.0,0.0,0.072,0.0,378.25198625988173,0.0,0.88586543335023,0.0,0.0,7172.999999999999
0.00837905236908,0.0,0.01277242777496,0.10136213887481,0.0,0.0,0.0,0.072,0.0,378.25198625988173,0.0,0.88586543335023,0.0,0.0,7172.999999999999
0.0086783042394,0.0,0.01277242777496,0.10136213887481,0.0,0.0,0.0,0.072,0.0,378.25198625988173,0.0,0.88586543335023,0.0,0.0,7172.999999999999
0.00897755610973,0.0,0.01277242777496,0.10136213887481,0.0,0.0,0.0,0.072,0.0,378.25198625988173,0.0,0.88586543335023,0.0,0.0,7172.999999999999
0.00927680798005,0.0,0.01277242777496,0.10136213887481,0.0,0.0,0.0,0.072,0.0,378.25198625988173,0.0,0.88586543335023,0.0,0.0,7172.999999999999
0.00957605985037,0.0,0.01277242777496,0.10136213887481,0.0,0.0,0.0,0.072,0.0,378.25198625988173,0.0,0.88586543335023,0.0,0.0,7172.999999999999
0.0098753117207,0.0,0.01277242777496,0.10136213887481,0.0,0.0,0.0,0.072,0.0,378.25198625988173,0.0,0.88586543335023,0.0,0.0,7172.999999999999
0.01017456359102,0.0,0.01277242777496,0.10136213887481,0.0,0.0,0.0,0.072,0.0,378.25198625988173,0.0,0.88586543335023,0.0,0.0,7172.999999999999
0.01047381546135,0.0,0.01277242777496,0.10136213887481,0.0,0.0,0.0,0.072,0.0,378.25198625988173,0.0,0.88586543335023,0.0,0.0,7172.999999999999
0.01077306733167,0.0,0.01277242777496,0.10136213887481,0.0,0.0,0.0,0.072,0.0,378.25198625988173,0.0,0.88586543335023,0.0,0.0,7172.999999999999
0.011072319202,0.0,0.01277242777496,0.10136213887481,0.0,0.0,0.0,0.072,0.0,378.25198625988173,0.0,0.88586543335023,0.0,0.0,7172.999999999999
0.01137157107232,0.0,0.01277242777496,0.10136213887481,0.0,0.0,0.0,0.072,0.0,378.25198625988173,0.0,0.88586543335023,0.0,0.0,7172.999999999999
0.01167082294264,0.0,0.01277242777496,0.10136213887481,0.0,0.0,0.0,0.072,0.0,378.25198625988173,0.0,0.88586543335023,0.0,0.0,7172.999999999999
0.01197007481297,0.0,0.01277242777496,0.10136213887481,0.0,0.0,0.0,0.072,0.0,378.25198625988173,0.0,0.88586543335023,0.0,0.0,7172.999999999999
0.01226932668329,0.0,0.01277242777496,0.10136213887481,0.0,0.0,0.0,0.072,0.0,378.25198625988173,0.0,0.88586543335023,0.0,0.0,7172.999999999999
0.01256857855362,0.0,0.01277242777496,0.10136213887481,0.0,0.0,0.0,0.072,0.0,378.25198625988173,0.0,0.88586543335023,0.0,0.0,7172.999999999999
0.01286783042394,0.0,0.01277242777496,0.10136213887481,0.0,0.0,0.0,0.072,0.0,378.25198625988173,0.0,0.88586543335023,0.0,0.0,7172.999999999999
0.01316708229426,0.0,0.01277242777496,0.10136213887481,0.0,0.0,0.0,0.072,0.0,378.25198625988173,0.0,0.88586543335023,0.0,0.0,7172.999999999999
0.01346633416459,0.0,0.01277242777496,0.10136213887481,0.0,0.0,0.0,0.072,0.0,378.25198625988173,0.0,0.88586543335023,0.0,0.0,7172.999999999999
0.01376558603491,0.0,0.01277242777496,0.10136213887481,0.0,0.0,0.0,0.072,0.0,378.25198625988173,0.0,0.88586543335023,0.0,0.0,7172.999999999999
0.01406483790524,0.0,0.01277242777496,0.10136213887481,0.0,0.0,0.0,0.072,0.0,378.25198625988173,0.0,0.88586543335023,0.0,0.0,7172.999999999999
0.01436408977556,0.0,0.01277242777496,0.10136213887481,0.0,0.0,0.0,0.072,0.0,378.25198625988173,0.0,0.88586543335023,0.0,0.0,7172.999999999999
0.01466334164589,0.0,0.01277242777496,0.10136213887481,0.0,0.0,0.0,0.072,0.0,378.25198625988173,0.0,0.88586543335023,0.0,0.0,7172.999999999999
0.01496259351621,0.0,0.01277242777496,0.10136213887481,0.0,0.0,0.0,0.072,0.0,378.25198625988173,0.0,0.88586543335023,0.0,0.0,7172.999999999999
