t,[HO2],Y_H2O2,Y_AR,Y_H,Y_H2O,[O2],Y_HO2,Y_H2,[O],Y_O2,[H2O],[AR],[OH],Y_O,[H],[H2],rho,[N2],Y_OH,[H2O2],Y_N2
1.85e-05,2.24831618865193e-09,2.64275e-09,0.98117240081936,5.402868e-08,9.6781255e-07,0.00015232013367552245,2.5455904e-07,0.00210675752226,2.257876202073172e-09,0.01671931144511,1.5660973021660484e-08,0.007159625370138709,2.1812358270622722e-09,1.2391709e-07,1.5625199948495732e-08,0.0003046391983693655,0.2915155718793,0.0,1.2725316e-07,2.2649578925854648e-11,0.0
1.8599999999999998e-05,2.262019345949716e-09,2.66127e-09,0.98117240081936,5.508305e-08,9.8879676e-07,0.00015231990639258896,2.5611054e-07,0.002106753923,2.3023176134386633e-09,0.01671928649756,1.6000535829242237e-08,0.007159625370138709,2.224073720671837e-09,1.2635613e-07,1.593012581508539e-08,0.00030463867791284905,0.2915155718793,0.0,1.2975232e-07,2.2808303815347344e-11,0.0
1.87e-05,2.27577408329173e-09,2.67983e-09,0.98117240081936,5.615733e-08,1.0101929e-06,0.00015231967490118297,2.5766788e-07,0.00210675025478,2.347598095501388e-09,0.01671926108807,1.634676441587058e-08,0.007159625370138709,2.2677198085081383e-09,1.2884122e-07,1.624080969262358e-08,0.00030463814748464915,0.2915155718793,0.0,1.3229863e-07,2.296737152317588e-11,0.0
1.88e-05,2.2895814605418945e-09,2.69844e-09,0.98117240081936,5.725188e-08,1.03200874e-06,0.00015231943912177046,2.5923118e-07,0.00210674651628,2.3937335004113264e-09,0.01671923520791,1.6699784514323386e-08,0.007159625370138709,2.3121895173962894e-09,1.3137323e-07,1.6557355693814542e-08,0.00030463760689389247,0.2915155718793,0.0,1.3489299e-07,2.3126867753924214e-11,0.0
1.89e-05,2.303442625886124e-09,2.71709e-09,0.98117240081936,5.836708e-08,1.05425219e-06,0.0001523191989734507,2.6080057e-07,0.00210674270618,2.4407398625270796e-09,0.0167192088482,1.7059724122833995e-08,0.007159625370138709,2.357497931343066e-09,1.3395304e-07,1.687987371540164e-08,0.0003046370559497057,0.2915155718793,0.0,1.3753628e-07,2.3286706803008385e-11,0.0
1.8999999999999998e-05,2.3173586391883424e-09,2.73579e-09,0.98117240081936,5.950332e-08,1.07693133e-06,0.00015231895437368325,2.6237617e-07,0.00210673882314,2.4886337628331094e-09,0.01671918199988,1.742671399054594e-08,0.007159625370138709,2.4036611628102536e-09,1.3658156e-07,1.7208476546147806e-08,0.0003046364944583237,0.2915155718793,0.0,1.4022944e-07,2.344697437501235e-11,0.0
1.91e-05,2.331330736956459e-09,2.75454e-09,0.98117240081936,6.0661e-08,1.10005436e-06,0.00015231870523846992,2.6395812e-07,0.00210673486578,2.537431782313879e-09,0.01671915465373,1.7800886808421726e-08,0.007159625370138709,2.4506953242596357e-09,1.392597e-07,1.7543279866835532e-08,0.00030463592222019695,0.2915155718793,0.0,1.4297341e-07,2.360767046993611e-11,0.0
1.92e-05,2.3453599790543962e-09,2.77334e-09,0.98117240081936,6.184052e-08,1.12362967e-06,0.00015231845148208157,2.6554654e-07,0.00210673083269,2.5871508663710905e-09,0.01671912680034,1.8182378341970532e-08,0.007159625370138709,2.4986166995621646e-09,1.4198839e-07,1.788439935824731e-08,0.00030463533903143816,0.2915155718793,0.0,1.4576914e-07,2.376879508777967e-11,0.0
1.9299999999999998e-05,2.3594476019900644e-09,2.79219e-09,0.98117240081936,6.30423e-08,1.14766577e-06,0.00015231819301742247,2.6714157e-07,0.00210672672246,2.6378085070323094e-09,0.01671909843015,1.857132629852052e-08,0.007159625370138709,2.5474420868162977e-09,1.4476859e-07,1.8231956485204758e-08,0.0003046347446881598,0.2915155718793,0.0,1.4861761e-07,2.393034822854303e-11,0.0
1.94e-05,2.3735946656273845e-09,2.81108e-09,0.98117240081936,6.426675e-08,1.17217137e-06,0.00015231792975557482,2.6874333e-07,0.00210672253362,2.6894223785337184e-09,0.0167190695334,1.8967871621764783e-08,0.007159625370138709,2.5971884555296566e-09,1.4760127e-07,1.8586069820509924e-08,0.00030463413897779864,0.2915155718793,0.0,1.5151981e-07,2.4092244187642226e-11,0.0
1.95e-05,2.3878025831182537e-09,2.83003e-09,0.98117240081936,6.55143e-08,1.19715532e-06,0.0001523176616059809,2.7035198e-07,0.00210671826469,2.742010337320125e-09,0.01671904010015,1.9372157520851865e-08,0.007159625370138709,2.647873289437371e-09,1.5048741e-07,1.8946863721003994e-08,0.0003046335216863452,0.2915155718793,0.0,1.5447676e-07,2.425465437424517e-11,0.0
1.96e-05,2.4020725026485886e-09,2.84903e-09,0.98117240081936,6.678538e-08,1.22262663e-06,0.0001523173884763521,2.7196765e-07,0.00210671391416,2.7955909686708165e-09,0.01671901012027,1.9784329794022276e-08,0.007159625370138709,2.699514072274568e-09,1.5342803e-07,1.9314462543528137e-08,0.00030463289259545186,0.2915155718793,0.0,1.5748948e-07,2.441749308376792e-11,0.0
1.9699999999999998e-05,2.4164056607262977e-09,2.86809e-09,0.98117240081936,6.808044e-08,1.2485945e-06,0.0001523171102728509,2.7359048e-07,0.0021067094805,2.8501826756564586e-09,0.01671897958346,2.0204537314063203e-08,0.007159625370138709,2.7521289734130467e-09,1.5642414e-07,1.968899642896267e-08,0.00030463225148387923,0.2915155718793,0.0,1.6055903e-07,2.4580846020794423e-11,0.0
1.98e-05,2.4308033821812857e-09,2.88719e-09,0.98117240081936,6.939993e-08,1.27506829e-06,0.00015231682689954455,2.7522062e-07,0.00210670496214,2.9058047723908216e-09,0.01671894847919,2.0632931542853795e-08,0.007159625370138709,2.8057361622246064e-09,1.594768e-07,2.0070595518187885e-08,0.00030463159812460375,0.2915155718793,0.0,1.6368647e-07,2.474454177615676e-11,0.0
1.99e-05,2.4452669918434545e-09,2.90636e-09,0.98117240081936,7.07443e-08,1.30205755e-06,0.00015231653825895135,2.7685822e-07,0.00210670035747,2.9624763907790525e-09,0.01671891679676,2.1069667016819883e-08,0.007159625370138709,2.8603544937177185e-09,1.6258706e-07,2.045938995208409e-08,0.00030463093228481783,0.2915155718793,0.0,1.668729e-07,2.4908837463606815e-11,0.0
1.9999999999999998e-05,2.45979763789872e-09,2.92558e-09,0.98117240081936,7.211404e-08,1.32957199e-06,0.0001523162442517677,2.7850341e-07,0.00210669566488,3.0202175737694036e-09,0.01671888452527,2.1514900861479265e-08,0.007159625370138709,2.9160031657191895e-09,1.6575602e-07,2.0855521439609836e-08,0.000304630253731714,0.2915155718793,0.0,1.7011944e-07,2.507356167397667e-11,0.0
2.01e-05,2.474396910142967e-09,2.94486e-09,0.98117240081936,7.350961e-08,1.35762152e-06,0.00015231594477668555,2.8015637e-07,0.00210669088271,3.0790481821015047e-09,0.0167188516536,2.1968793438714657e-08,0.007159625370138709,2.972701204646659e-09,1.6898477e-07,2.1259123013664992e-08,0.00030462956222525447,0.2915155718793,0.0,1.734272e-07,2.5238800111850277e-11,0.0
2.02e-05,2.489066045084104e-09,2.9642e-09,0.98117240081936,7.49315e-08,1.38621622e-06,0.00015231563973048374,2.8181724e-07,0.00210668600926,3.138988987558089e-09,0.01671881817042,2.2431507861318985e-08,0.007159625370138709,3.030468665372773e-09,1.7227445e-07,2.1670336383208104e-08,0.00030462885751961764,0.2915155718793,0.0,1.7679735e-07,2.5404552777227642e-11,0.0
2.03e-05,2.5038064558740287e-09,2.9836e-09,0.98117240081936,7.63802e-08,1.41536638e-06,0.00015231532900802786,2.8348618e-07,0.00210668104282,3.20006076192189e-09,0.01671878406419,2.2903210640268367e-08,0.007159625370138709,3.0893256027701786e-09,1.756262e-07,2.2089303257197727e-08,0.00030462813936753594,0.2915155718793,0.0,1.8023106e-07,2.557081967010876e-11,0.0
2.0399999999999998e-05,2.5186195556646362e-09,3.00306e-09,0.98117240081936,7.785623e-08,1.44508247e-06,0.00015231501250245259,2.8516335e-07,0.00210667598164,3.2622848236015e-09,0.01671874932318,2.3384071199267355e-08,0.007159625370138709,3.149292585939025e-09,1.7904119e-07,2.2516174020651104e-08,0.00030462740751595747,0.2915155718793,0.0,1.8372953e-07,2.5737600790493637e-11,0.0
2.05e-05,2.5335067576078246e-09,3.02258e-09,0.98117240081936,7.93601e-08,1.47537516e-06,0.00015231469010443274,2.8684891e-07,0.00210667082392,3.3256826732141357e-09,0.01671871393539,2.387426219838544e-08,0.007159625370138709,3.210390355388631e-09,1.825206e-07,2.2951096166565905e-08,0.0003046266617046007,0.2915155718793,0.0,1.8729397e-07,2.590489613838227e-11,0.0
2.06e-05,2.5484695631774833e-09,3.04217e-09,0.98117240081936,8.089232e-08,1.50625532e-06,0.0001523143617029121,2.8854303e-07,0.00210666556785,3.390276722420113e-09,0.01671867788863,2.4373959534057063e-08,0.007159625370138709,3.2726405086741548e-09,1.8606566e-07,2.3394217187939817e-08,0.0003046259016717376,0.2915155718793,0.0,1.9092564e-07,2.6072791418358617e-11,0.0
2.07e-05,2.5635095621694967e-09,3.06183e-09,0.98117240081936,8.245344e-08,1.53773403e-06,0.00015231402718473926,2.9024589e-07,0.00210666021158,3.456089382879749e-09,0.01671864117048,2.488334250089984e-08,0.007159625370138709,3.3360646433507533e-09,1.896776e-07,2.384569614584876e-08,0.00030462512714985655,0.2915155718793,0.0,1.946258e-07,2.624128663042268e-11,0.0
2.0799999999999997e-05,2.5786280794137667e-09,3.08155e-09,0.98117240081936,8.404399e-08,1.56982256e-06,0.00015231368643448494,2.9195764e-07,0.00210665475321,3.5231436128792226e-09,0.01671860376827,2.5402593468078088e-08,0.007159625370138709,3.4006848712010884e-09,1.9335768e-07,2.4305686317329533e-08,0.00030462433786421564,0.2915155718793,0.0,1.9839574e-07,2.64102960699905e-11,0.0
2.09e-05,2.5938267930281716e-09,3.10134e-09,0.98117240081936,8.566454e-08,1.60253243e-06,0.00015231333933453348,2.9367847e-07,0.00210664919082,3.591462735121953e-09,0.01671856566909,2.5931898850212283e-08,0.007159625370138709,3.4665234754169888e-09,1.9710718e-07,2.4774352547497193e-08,0.000304623533537181,0.2915155718793,0.0,2.0223676e-07,2.6579905441646034e-11,0.0
2.1e-05,2.6091072928085954e-09,3.12119e-09,0.98117240081936,8.731564e-08,1.63587534e-06,0.00015231298576526498,2.9540856e-07,0.00210664352246,3.661070436728599e-09,0.01671852685981,2.647144797465136e-08,0.007159625370138709,3.533603939054461e-09,2.009274e-07,2.5251853897427662e-08,0.0003046227138867807,0.2915155718793,0.0,2.0615023e-07,2.6750029040805322e-11,0.0
2.1099999999999998e-05,2.6244709919069344e-09,3.14112e-09,0.98117240081936,8.899788e-08,1.66986323e-06,0.00015231262560469076,2.9714807e-07,0.00210663774612,3.731991315862925e-09,0.01671848732704,2.702143405238218e-08,0.007159625370138709,3.6019490595328364e-09,2.0481969e-07,2.5738360996275114e-08,0.0003046218786223668,0.2915155718793,0.0,2.1013748e-07,2.692083827663629e-11,0.0
2.12e-05,2.639919745085052e-09,3.16112e-09,0.98117240081936,9.071183e-08,1.70450825e-06,0.0001523122587283623,2.9889721e-07,0.00210663185977,3.804249788480072e-09,0.01671844705712,2.7582053692574787e-08,0.007159625370138709,3.6715831769539615e-09,2.0878539e-07,2.6234038689154606e-08,0.0003046210274503992,0.2915155718793,0.0,2.1419993e-07,2.7092247444554968e-11,0.0
2.13e-05,2.655455053816839e-09,3.1812e-09,0.98117240081936,9.24581e-08,1.7398228e-06,0.00015231188500982682,3.0065615e-07,0.00210662586134,3.877871363786906e-09,0.01671840603617,2.8153507549855392e-08,0.007159625370138709,3.742530288601343e-09,2.128259e-07,2.673906338925943e-08,0.0003046201600715541,0.2915155718793,0.0,2.1833898e-07,2.7264342249145324e-11,0.0
2.14e-05,2.671078684542167e-09,3.20135e-09,0.98117240081936,9.423729e-08,1.77581949e-06,0.00015231150431998952,3.0242509e-07,0.00210661974872,3.95288136878167e-09,0.01671836425002,2.8735999677033408e-08,0.007159625370138709,3.814815248804329e-09,2.1694261e-07,2.725360861776333e-08,0.00030461927618072326,0.2915155718793,0.0,2.2255608e-07,2.7437036985823394e-11,0.0
2.1499999999999997e-05,2.6867922270569193e-09,3.22157e-09,0.98117240081936,9.605002e-08,1.81251119e-06,0.000152311116527478,3.0420421e-07,0.00210661351974,4.029306041505712e-09,0.01671832168425,2.9329738334192645e-08,0.007159625370138709,3.888463083301438e-09,2.2113696e-07,2.777785367987917e-08,0.00030461837546412256,0.2915155718793,0.0,2.2685269e-07,2.7610331654589183e-11,0.0
2.16e-05,2.7025975361229593e-09,3.24188e-09,0.98117240081936,9.789693e-08,1.84991099e-06,0.0001523107214982778,3.0599372e-07,0.00210660717223,4.107171984417618e-09,0.01671827832415,2.993493534141837e-08,0.007159625370138709,3.963499846286192e-09,2.2541041e-07,2.831198366485893e-08,0.00030461745760796804,0.2915155718793,0.0,2.3123033e-07,2.7784397664610605e-11,0.0
2.17e-05,2.7184962898581653e-09,3.26226e-09,0.98117240081936,9.977865e-08,1.88803225e-06,0.00015231031909609683,3.0779381e-07,0.00210660070394,4.1865065288104596e-09,0.01671823415476,3.055180688788851e-08,0.007159625370138709,4.0399512491337776e-09,2.2976446e-07,2.8856180769935037e-08,0.0003046165222869073,0.2915155718793,0.0,2.356905e-07,2.7959063606719733e-11,0.0
2.1799999999999998e-05,2.734490343024401e-09,3.28273e-09,0.98117240081936,1.0169585e-07,1.92688855e-06,0.00015230990918191004,3.0960469e-07,0.00210659411261,4.2673371881859255e-09,0.01671818916082,3.118057272278241e-08,0.007159625370138709,4.11784420308356e-09,2.3420062e-07,2.9410638760418162e-08,0.0003046155691741422,0.2915155718793,0.0,2.4023477e-07,2.8134500890084506e-11,0.0
2.19e-05,2.750581462061538e-09,3.30328e-09,0.98117240081936,1.0364919e-07,1.96649377e-06,0.00015230949161405008,3.1142656e-07,0.0021065873959,4.349692204880188e-09,0.01671814332678,3.182145744982685e-08,0.007159625370138709,4.1972057907840695e-09,2.3872044e-07,2.9975548509599424e-08,0.00030461459793130644,0.2915155718793,0.0,2.4486472e-07,2.831062381012095e-11,0.0
2.2e-05,2.7667715900534336e-09,3.32391e-09,0.98117240081936,1.0563935e-07,2.006862e-06,0.00015230906624829891,3.1325964e-07,0.00210658055147,4.433600003438038e-09,0.01671809663681,3.2474689070931765e-08,0.007159625370138709,4.278063951929677e-09,2.4332548e-07,3.0551106674809054e-08,0.0003046136082200338,0.2915155718793,0.0,2.4958198e-07,2.8487432366829066e-11,0.0
2.21e-05,2.783062493439959e-09,3.34463e-09,0.98117240081936,1.0766702e-07,2.04800764e-06,0.0001523086329377053,3.1510413e-07,0.0021065735769,4.519090283864613e-09,0.01671804907478,3.3140500604372776e-08,0.007159625370138709,4.360446454805585e-09,2.4801737e-07,3.113751280539686e-08,0.0003046125996903899,0.2915155718793,0.0,2.5438817e-07,2.866501226479282e-11,0.0
2.2199999999999998e-05,2.799456203626965e-09,3.36544e-09,0.98117240081936,1.0973292e-07,2.08994534e-06,0.00015230819153249367,3.1696026e-07,0.00210656646975,4.606192381747806e-09,0.01671800062425,3.381912911388165e-08,0.007159625370138709,4.444382096152004e-09,2.5279772e-07,3.1734975126771306e-08,0.0003046115719895483,0.2915155718793,0.0,2.5928497e-07,2.8843363504012208e-11,0.0
2.23e-05,2.8159546636983105e-09,3.38633e-09,0.98117240081936,1.1183775e-07,2.13269002e-06,0.0001523077418800644,3.1882825e-07,0.0021065592275,4.694936908135856e-09,0.01671795126847,3.4510816032282866e-08,0.007159625370138709,4.529900529754985e-09,2.5766821e-07,3.234369608030177e-08,0.0003046105247531146,0.2915155718793,0.0,2.6427411e-07,2.902240037990327e-11,0.0
2.24e-05,2.8325597284158584e-09,3.40732e-09,0.98117240081936,1.1398226e-07,2.17625689e-06,0.00015230728382517567,3.2070831e-07,0.00210655184763,4.785354656285621e-09,0.0167179009904,3.521580748512999e-08,0.007159625370138709,4.617031066582242e-09,2.6263053e-07,3.296389256745541e-08,0.00030460945761669417,0.2915155718793,0.0,2.693573e-07,2.9202294301633924e-11,0.0
2.2499999999999998e-05,2.849273517507455e-09,3.4284e-09,0.98117240081936,1.1616718e-07,2.22066145e-06,0.00015230681720930603,3.2260068e-07,0.00210654432753,4.877477330497062e-09,0.01671784977264,3.5934354290705827e-08,0.007159625370138709,4.705804388874829e-09,2.6768642e-07,3.35957757056603e-08,0.0003046083702028787,0.2915155718793,0.0,2.7453633e-07,2.9382959564620214e-11,0.0
2.26e-05,2.8660980623789507e-09,3.44958e-09,0.98117240081936,1.1839329e-07,2.26591949e-06,0.00015230634187120084,3.2450559e-07,0.00210653666457,4.9713368172787576e-09,0.01671779759749,3.66667119600223e-08,0.007159625370138709,4.796251350282975e-09,2.7283763e-07,3.423957107244227e-08,0.0003046072621313674,0.2915155718793,0.0,2.79813e-07,2.95644818734461e-11,0.0
2.27e-05,2.8830354827581917e-09,3.47085e-09,0.98117240081936,1.2066135e-07,2.31204709e-06,0.00015230585764650792,3.2642328e-07,0.00210652885605,5.066965731973775e-09,0.01671774444691,3.7413140696820505e-08,0.007159625370138709,4.8884034900935775e-09,2.7808595e-07,3.4895498461288064e-08,0.00030460613301173776,0.2915155718793,0.0,2.8518915e-07,2.974677552352762e-11,0.0
2.28e-05,2.900087810051028e-09,3.49222e-09,0.98117240081936,1.2297215e-07,2.35906064e-06,0.00015230536436786865,3.2835398e-07,0.00210652089923,5.164397783176896e-09,0.01671769030253,3.8173905721207183e-08,0.007159625370138709,4.982293033230202e-09,2.8343323e-07,3.5563786341743123e-08,0.00030460498244778316,0.2915155718793,0.0,2.9066666e-07,2.9929926219448725e-11,0.0
2.2899999999999998e-05,2.917257252307299e-09,3.51369e-09,0.98117240081936,1.253265e-07,2.40697683e-06,0.00015230486186455352,3.3029794e-07,0.00210651279132,5.263666497274288e-09,0.01671763514561,3.8949277107836505e-08,0.007159625370138709,5.077952547434756e-09,2.8888131e-07,3.624466896739196e-08,0.0003046038100360667,0.2915155718793,0.0,2.9624743e-07,3.0113933961209426e-11,0.0
2.3e-05,2.9345460175768435e-09,3.53526e-09,0.98117240081936,1.2772523e-07,2.45581268e-06,0.00015230434996282665,3.3225541e-07,0.00210650452947,5.3648064939038385e-09,0.01671757895708,3.973953027136477e-08,0.007159625370138709,5.175415457494981e-09,2.9443209e-07,3.693838637585826e-08,0.00030460261536447553,0.2915155718793,0.0,3.0193341e-07,3.029879874880973e-11,0.0
2.31e-05,2.9519562255875053e-09,3.55694e-09,0.98117240081936,1.3016915e-07,2.50558551e-06,0.00015230382848567238,3.3422663e-07,0.00210649611079,5.4678533037465385e-09,0.01671752171751,4.0544945480995695e-08,0.007159625370138709,5.274715702426128e-09,3.0008752e-07,3.764517282072657e-08,0.00030460139801511316,0.2915155718793,0.0,3.0772658e-07,3.048460628683357e-11,0.0
2.3199999999999998e-05,2.9694902610331115e-09,3.57873e-09,0.98117240081936,1.3265913e-07,2.55631298e-06,0.00015230329725270415,3.3621187e-07,0.00210648753231,5.572842639691998e-09,0.0167174634071,4.1365808507753404e-08,0.007159625370138709,5.375887906880114e-09,3.0584956e-07,3.836527990769881e-08,0.00030460015755851444,0.2915155718793,0.0,3.1362896e-07,3.067135657528098e-11,0.0
2.33e-05,2.9871503319634985e-09,3.60062e-09,0.98117240081936,1.3519603e-07,2.60801308e-06,0.00015230275608007346,3.3821138e-07,0.00210647879103,5.67981094346431e-09,0.01671740400567,4.220241046266414e-08,0.007159625370138709,5.478967381145531e-09,3.1172021e-07,3.909895635045734e-08,0.00030459889356087644,0.2915155718793,0.0,3.1964261e-07,3.085896390956797e-11,0.0
2.34e-05,3.004938823072495e-09,3.62262e-09,0.98117240081936,1.3778074e-07,2.66070414e-06,0.00015230220478065206,3.4022543e-07,0.00210646988388,5.788795567830668e-09,0.01671734349268,4.3055047958574576e-08,0.007159625370138709,5.583990121147642e-09,3.1770152e-07,3.98464595387432e-08,0.00030459760557827425,0.2915155718793,0.0,3.2576963e-07,3.104751399427852e-11,0.0
2.35e-05,3.0228580307319293e-09,3.64474e-09,0.98117240081936,1.4041415e-07,2.71440483e-06,0.0001523016431635764,3.4225428e-07,0.00210646080774,5.89983459439275e-09,0.01671728184718,4.392402311015177e-08,0.007159625370138709,5.690992637039214e-09,3.2379558e-07,4.060804686229743e-08,0.0003045962931595527,0.2915155718793,0.0,3.3201215e-07,3.1237092533996586e-11,0.0
2.3599999999999998e-05,3.040910516279617e-09,3.66697e-09,0.98117240081936,1.4309718e-07,2.76913417e-06,0.00015230107103461217,3.4429822e-07,0.00210645155942,6.012966469169476e-09,0.01671721904785,4.4809643695701397e-08,0.007159625370138709,5.8000121246096865e-09,3.300045e-07,4.138398438691977e-08,0.0003045949558434348,0.2915155718793,0.0,3.3837234e-07,3.14276138241382e-11,0.0
2.37e-05,3.0590985760873896e-09,3.68931e-09,0.98117240081936,1.4583076e-07,2.82491154e-06,0.0001523004881956985,3.4635751e-07,0.00210644213569,6.128230913640104e-09,0.01671715507295,4.571222331898607e-08,0.007159625370138709,5.9110868081035025e-09,3.3633046e-07,4.2174541070429514e-08,0.00030459359316285935,0.2915155718793,0.0,3.4485243e-07,3.161907786470337e-11,0.0
2.38e-05,3.0774246831710648e-09,3.71178e-09,0.98117240081936,1.4861585e-07,2.88175669e-06,0.00015229989444522158,3.4843243e-07,0.00210643253323,6.245667649283897e-09,0.01671708990035,4.6632081571043494e-08,0.007159625370138709,6.024255083174277e-09,3.4277564e-07,4.297999454670463e-08,0.000304592204637751,0.2915155718793,0.0,3.5145466e-07,3.181165606486e-11,0.0
2.3899999999999998e-05,3.09589148719045e-09,3.73437e-09,0.98117240081936,1.5145341e-07,2.93968975e-06,0.00015229928957765013,3.5052328e-07,0.00210642274869,6.365317855249077e-09,0.01671702350749,4.7569544192004795e-08,0.007159625370138709,6.139556716748968e-09,3.493423e-07,4.380062244962311e-08,0.0003045907897836966,0.2915155718793,0.0,3.5818135e-07,3.200526272002415e-11,0.0
2.4e-05,3.114501549483358e-09,3.75708e-09,0.98117240081936,1.5434443e-07,2.9987312e-06,0.0001522986733836264,3.5263035e-07,0.00210641277862,6.4872228928924915e-09,0.01671695587139,4.852494258563971e-08,0.007159625370138709,6.257031818572869e-09,3.5603271e-07,4.463671108912161e-08,0.0003045893481018227,0.2915155718793,0.0,3.6503484e-07,3.219989783019581e-11,0.0
2.41e-05,3.1332573430656076e-09,3.77991e-09,0.98117240081936,1.5728992e-07,3.05890193e-06,0.00015229804564996635,3.5475392e-07,0.00210640261955,6.611425581239949e-09,0.01671688696865,4.949861479026614e-08,0.007159625370138709,6.37672135543711e-09,3.6284922e-07,4.548855255917594e-08,0.00030458787909036397,0.2915155718793,0.0,3.7201752e-07,3.2395561395374984e-11,0.0
2.42e-05,3.1521616942409917e-09,3.80288e-09,0.98117240081936,1.6029091e-07,3.12022322e-06,0.0001522974061592039,3.5689431e-07,0.00210639226791,6.7379691037344985e-09,0.0167168167754,5.049090515511357e-08,0.007159625370138709,6.498666808360328e-09,3.697942e-07,4.6356444737801005e-08,0.0003045863822330949,0.2915155718793,0.0,3.7913181e-07,3.259242482472959e-11,0.0
2.4299999999999998e-05,3.1712171643473233e-09,3.82597e-09,0.98117240081936,1.6334843e-07,3.18271673e-06,0.0001522967546900468,3.5905181e-07,0.00210638172008,6.866897372653673e-09,0.01671674526735,5.150216417850489e-08,0.007159625370138709,6.622911029634505e-09,3.7687006e-07,4.7240685503011715e-08,0.00030458485700655995,0.2915155718793,0.0,3.8638021e-07,3.2790316709091706e-11,0.0
2.44e-05,3.1904264913664027e-09,3.8492e-09,0.98117240081936,1.6646355e-07,3.24640456e-06,0.00015229609101701178,3.6122673e-07,0.00210637097235,6.998255211318104e-09,0.01671667241975,5.253274947876587e-08,0.007159625370138709,6.749497042960786e-09,3.8407926e-07,4.814158430090124e-08,0.0003045833028742895,0.2915155718793,0.0,3.9376523e-07,3.2989408457629255e-11,0.0
2.45e-05,3.209792589924016e-09,3.87257e-09,0.98117240081936,1.6963736e-07,3.3113092e-06,0.0001522954149102427,3.634194e-07,0.00210636002097,7.1320883540915304e-09,0.01671659820737,5.3583024985133906e-08,0.007159625370138709,6.878469071904495e-09,3.9142431e-07,4.9059456361601875e-08,0.0003045817192940297,0.2915155718793,0.0,4.0128945e-07,3.3189700070342236e-11,0.0
2.4599999999999998e-05,3.22931810967997e-09,3.89607e-09,0.98117240081936,1.7287095e-07,3.37745358e-06,0.00015229472613578375,3.6563012e-07,0.0021063488621,7.268443628589411e-09,0.01671652260453,5.4653361746849244e-08,0.007159625370138709,7.009872025667627e-09,3.9890778e-07,4.999461691524591e-08,0.00030458010571051303,0.2915155718793,0.0,4.0895549e-07,3.339110584264668e-11,0.0
2.4699999999999997e-05,3.2490060535820445e-09,3.91971e-09,0.98117240081936,1.7616546e-07,3.44486105e-06,0.00015229402445512377,3.6785923e-07,0.00210633749184,7.4073684090530655e-09,0.01671644558505,5.574413760951851e-08,0.007159625370138709,7.143751841907184e-09,4.0653227e-07,5.0947395652063436e-08,0.0003045784615597956,0.2915155718793,0.0,4.1676603e-07,3.359371147912656e-11,0.0
2.48e-05,3.2688592479340325e-09,3.9435e-09,0.98117240081936,1.7952202e-07,3.51355541e-06,0.00015229330962519648,3.7010705e-07,0.0021063259062,7.548910798558295e-09,0.01671636712225,5.685573770056943e-08,0.007159625370138709,7.280154972507673e-09,4.1430042e-07,5.191811937026501e-08,0.0003045767862649196,0.2915155718793,0.0,4.2472378e-07,3.379760268436583e-11,0.0
2.49e-05,3.2888806956837155e-09,3.96743e-09,0.98117240081936,1.8294182e-07,3.58356089e-06,0.0001522925813985626,3.7237392e-07,0.00210631410113,7.693120357849869e-09,0.01671628718897,5.798855410561439e-08,0.007159625370138709,7.419129069217773e-09,4.2221495e-07,5.290713222017853e-08,0.0003045750792402508,0.2915155718793,0.0,4.3283152e-07,3.4002693753780537e-11,0.0
2.4999999999999998e-05,3.309073399778873e-09,3.99151e-09,0.98117240081936,1.8642603e-07,3.65490219e-06,0.00015229183952313648,3.7466018e-07,0.0021063020725,7.840047194298412e-09,0.01671620575754,5.914298651572334e-08,0.007159625370138709,7.560722640832007e-09,4.3027861e-07,5.39147725680928e-08,0.0003045733398885874,0.2915155718793,0.0,4.4109208e-07,3.4209070391954625e-11,0.0
2.51e-05,3.3294404514892785e-09,4.01574e-09,0.98117240081936,1.8997586e-07,3.72760448e-06,0.00015229108374191283,3.7696618e-07,0.00210628981609,7.989742326317652e-09,0.01671612279975,6.031944222742385e-08,0.007159625370138709,7.704984710372398e-09,4.384942e-07,5.494139034837484e-08,0.0003045715675997133,0.2915155718793,0.0,4.4950832e-07,3.4416732598888104e-11,0.0
2.52e-05,3.3499848537627143e-09,4.04013e-09,0.98117240081936,1.9359256e-07,3.80169339e-06,0.00015229031379324014,3.7929226e-07,0.00210627732763,8.142258047781668e-09,0.01671603828688,6.151833598088285e-08,0.007159625370138709,7.851965843543484e-09,4.4686459e-07,5.598734706346994e-08,0.00030456976175618214,0.2915155718793,0.0,4.5808319e-07,3.462576607916494e-11,0.0
2.53e-05,3.3707097861909457e-09,4.06467e-09,0.98117240081936,1.9727738e-07,3.87719504e-06,0.000152289529410456,3.8163878e-07,0.00210626460274,8.297647381399012e-09,0.01671595218966,6.274009044536139e-08,0.007159625370138709,8.00171729168647e-09,4.5539269e-07,5.7053004215823395e-08,0.0003045679217246417,0.2915155718793,0.0,4.6681968e-07,3.483608512820116e-11,0.0
